TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
IGTI3;3,55;1,36;6,01;0,88;0,44;74,31;83,57;46,51;3,34;6,84;1,49;0,39;2,80;2,59;-0,60;2,82;14,63;7,36;13,37;0,50;0,50;0,16;17,05;56,26;378.816,20;4,04;0,59;0,09;6.850.988.238,20
IGTI4;11,33;1,27;19,18;2,81;1,41;74,31;83,57;46,51;10,67;6,84;1,49;0,39;8,92;8,26;-1,92;2,82;14,63;7,36;13,37;0,50;0,50;0,16;17,05;56,26;19.583,80;4,04;0,59;0,29;6.850.988.238,20
INEP3;2,04;;-0,22;-0,06;0,32;-13,66;-4.468,19;-5.950,49;-0,29;-2,46;-2,17;;12,83;-0,14;-0,48;0,13;-29,15;-147,59;41,84;-5,06;6,06;0,02;-3,27;;181.301,55;-32,47;-9,46;0,00;111.101.162,56
INEP4;2,05;;-0,22;-0,06;0,32;-13,66;-4.468,19;-5.950,49;-0,29;-2,46;-2,17;;12,89;-0,14;-0,48;0,13;-29,15;-147,59;41,84;-5,06;6,06;0,02;-3,27;;109.257,45;-32,47;-9,46;0,00;111.101.162,56
INNT3;0,00;;0,00;0,00;0,00;32,43;12,21;13,07;0,00;5,27;5,27;1,47;0,00;0,00;0,00;1,78;29,88;4,74;-0,92;0,16;0,84;0,36;20,14;;;3,00;0,90;0,00;0,00
INTB3;13,89;8,12;7,92;1,45;0,84;30,38;10,76;12,36;9,09;8,41;-0,68;-0,11;0,98;1,85;-3,15;2,65;18,29;10,64;11,86;0,58;0,41;0,86;15,88;11,88;25.247.399,00;9,60;1,75;0,25;4.550.518.317,90
IRBR3;51,60;2,39;12,05;0,79;0,27;8,45;8,01;7,08;10,64;10,64;;;0,85;2,00;-0,44;1,56;6,59;2,27;;0,34;0,66;0,32;-9,28;;25.134.933,38;64,94;4,28;-0,24;4.223.092.917,60
ISAE3;33,90;4,21;9,53;1,04;0,47;38,81;43,10;24,65;5,45;8,40;3,66;0,70;2,35;4,61;-0,54;4,00;10,94;4,89;9,83;0,45;0,54;0,20;20,55;-6,96;63.987,10;32,52;3,56;-0,28;19.445.843.634,60
ISAE4;27,03;6,85;7,60;0,83;0,37;38,81;43,10;24,65;4,34;8,40;3,66;0,70;1,87;3,68;-0,43;4,00;10,94;4,89;9,83;0,45;0,54;0,20;20,55;-6,96;71.058.378,48;32,52;3,56;-0,22;19.445.843.634,60
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;13,09;9,51;8,64;1,63;1,28;25,32;221,97;203,02;7,91;8,07;0,23;0,05;17,55;19,90;-1,44;2,38;18,83;14,83;17,44;0,79;0,17;0,07;7,01;19,20;2.115.258,33;8,04;1,51;0,74;145.535.951.819,44
ITSA4;12,92;9,68;8,53;1,61;1,27;25,32;221,97;203,02;7,80;8,07;0,23;0,05;17,32;19,64;-1,42;2,38;18,83;14,83;17,44;0,79;0,17;0,07;7,01;19,20;397.700.880,85;8,04;1,51;0,74;145.535.951.819,44
ITUB3;40,06;7,80;9,61;2,11;0,14;35,55;12,88;11,83;8,82;8,82;;;1,14;-1,86;-0,14;0,14;21,93;1,45;;0,07;0,93;0,12;17,38;19,47;262.760.242,35;19,02;4,17;0,95;441.628.197.307,22
ITUB4;40,04;7,79;9,60;2,11;0,14;35,55;12,88;11,83;8,82;8,82;;;1,14;-1,86;-0,14;0,14;21,93;1,45;;0,07;0,93;0,12;17,38;19,47;1.387.343.912,35;19,02;4,17;0,95;441.628.197.307,22
JALL3;2,60;;16,97;0,38;0,10;7,11;-0,88;2,01;-38,60;-198,93;-160,32;1,59;0,34;0,34;-0,17;3,39;2,25;0,58;-0,32;0,26;0,74;0,29;21,27;-9,48;2.476.868,43;6,80;0,15;-0,07;789.208.846,40
JBSS3;71,85;;6,80;1,56;0,27;12,49;4,32;1,91;3,01;7,52;4,51;2,33;0,13;1,72;-0,44;1,65;22,87;3,91;13,18;0,17;0,81;2,05;12,21;14,81;80.878.878,00;46,20;10,57;-0,43;62.380.473.709,95
JFEN3;0,60;;-0,04;-0,03;0,01;-39,87;-143,86;-152,80;-0,04;-2,00;-1,96;;0,06;0,23;-0,07;1,06;-64,98;-26,00;-356,46;-0,40;1,39;0,17;43,27;;6.868,48;-22,41;-14,56;0,00;7.681.647,00
JHSF3;11,23;5,34;4,01;1,09;0,42;63,21;65,84;53,01;3,23;3,71;0,49;0,16;2,13;2,24;-0,70;1,92;27,12;10,55;17,45;0,39;0,59;0,20;24,34;24,37;71.624.604,95;10,33;2,80;0,05;7.678.581.092,84
JOPA3;16,80;1,90;13,68;0,29;0,08;25,28;5,08;0,74;2,01;6,84;4,83;0,70;0,10;0,18;-0,30;2,47;2,12;0,57;3,03;0,27;0,66;0,77;2,87;-16,40;2.447,11;57,96;1,23;-0,39;177.809.938,40
JOPA4;17,00;2,07;13,84;0,29;0,08;25,28;5,08;0,74;2,03;6,84;4,83;0,70;0,10;0,18;-0,30;2,47;2,12;0,57;3,03;0,27;0,66;0,77;2,87;-16,40;3.400,00;57,96;1,23;-0,39;177.809.938,40
JSLG3;6,28;30,44;-18,85;1,54;0,15;15,45;9,69;-0,98;1,91;8,74;6,83;5,50;0,18;1,87;-0,23;1,28;-8,15;-0,79;6,97;0,10;0,90;0,81;27,81;;4.434.548,76;4,09;-0,33;0,13;1.792.116.798,76
KEPL3;7,04;6,15;8,56;1,60;0,83;23,66;11,94;10,19;7,30;7,07;-0,23;-0,05;0,87;2,49;-2,46;2,03;18,67;9,75;13,03;0,52;0,48;0,96;17,29;16,93;7.230.505,65;4,41;0,82;-0,60;1.265.229.715,20
KLBN11;16,67;8,54;27,86;2,30;0,34;29,80;16,18;3,59;6,19;13,53;7,34;2,73;1,00;2,95;-0,45;1,78;8,26;1,20;6,80;0,15;0,75;0,33;11,61;;96.882.188,71;7,25;0,60;-0,47;20.809.090.485,90
KLBN3;3,39;8,40;28,33;2,34;0,34;29,80;16,18;3,59;6,29;13,53;7,34;2,73;1,02;3,00;-0,46;1,78;8,26;1,20;6,80;0,15;0,75;0,33;11,61;;5.264.408,48;1,45;0,12;-0,48;20.809.090.485,90
KLBN4;3,33;8,55;27,83;2,30;0,33;29,80;16,18;3,59;6,18;13,53;7,34;2,73;1,00;2,95;-0,45;1,78;8,26;1,20;6,80;0,15;0,75;0,33;11,61;;23.066.261,29;1,45;0,12;-0,47;20.809.090.485,90
KRSA3;8,87;;-1,53;2,53;0,14;18,32;8,00;-18,40;3,52;19,84;16,33;11,75;0,28;1,23;-0,20;1,60;-165,61;-9,17;5,27;0,06;0,93;0,50;31,24;;;3,50;-5,80;-0,02;685.959.729,22
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;8,68;;253,72;1,25;0,86;95,65;-1,71;3,39;-503,77;-545,94;-42,17;0,10;8,60;14,92;-0,99;1,76;0,49;0,34;-7,04;0,69;0,31;0,10;13,15;-38,27;484.890,19;6,93;0,03;-3,68;835.250.030,16
LAVV3;11,72;21,96;5,77;1,67;0,49;33,83;25,07;22,06;5,08;6,13;1,06;0,35;1,27;0,74;-3,78;4,22;29,03;8,56;13,59;0,29;0,65;0,39;37,41;33,53;8.547.896,50;7,00;2,03;0,55;2.290.490.605,44
LCAM3;24,15;;8,39;1,13;0,79;21,34;14,36;18,40;10,75;8,49;-2,27;-0,24;1,54;2,97;-1,15;6,45;13,49;9,38;-11,87;0,70;0,18;0,51;12,12;34,05;;21,32;2,88;0,11;12.285.815.275,65
LEVE3;33,78;8,44;6,89;4,27;1,20;27,06;17,26;12,31;4,92;5,98;1,07;0,93;0,85;7,18;-3,10;1,37;62,01;17,34;21,45;0,28;0,72;1,41;17,61;39,77;9.572.065,29;7,90;4,90;0,21;4.578.507.420,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
